latitude,longitude,same_day_top_rank,same_day_brand,day_%_value
39.312446,-76.755353,2,Walmart,8
39.312446,-76.755353,4,Chick-fil-A,6
28.078442,-80.647515,1,Walmart,10
28.078442,-80.647515,2,McDonald's,6
28.078442,-80.647515,3,Wawa,6
40.734249,-73.98883,1,Starbucks,6
40.734249,-73.98883,2,Dunkin',6
38.770636,-77.082257,1,Walmart,8
38.770636,-77.082257,2,7-Eleven,6
38.770636,-77.082257,4,McDonald's,4
25.769278,-80.359828,1,McDonald's,8
25.769278,-80.359828,2,Target,6
25.769278,-80.359828,4,Shell Oil,4
42.721343,-84.426903,1,McDonald's,8
42.721343,-84.426903,4,Target,5
42.565909,-87.920878,3,Target,8
42.565909,-87.920878,4,Walmart,7
29.826992,-97.985326,3,Target,6
42.986206,-87.947833,1,Walmart,18
42.986206,-87.947833,2,McDonald's,9
42.986206,-87.947833,3,Walgreens,7
42.986206,-87.947833,4,Starbucks,6
32.945033,-96.699463,2,Walmart,17
27.387623,-82.458131,1,Target,17
27.387623,-82.458131,3,Chick-fil-A,6
27.387623,-82.458131,4,Walmart,5
40.891193,-74.071993,1,Dunkin',6
40.891193,-74.071993,3,Wawa,4
40.415252,-74.158715,1,Dunkin',5
40.415252,-74.158715,2,7-Eleven,4
40.415252,-74.158715,4,McDonald's,4
41.885576,-87.635232,1,Walgreens,6
41.885576,-87.635232,2,McDonald's,6
41.885576,-87.635232,3,Walmart,5
41.885576,-87.635232,4,Starbucks,5
40.970011,-73.955166,1,Target,9
40.970011,-73.955166,2,Starbucks,5
40.970011,-73.955166,4,Dunkin',2
36.066717,-94.166102,1,Walmart,9
36.066717,-94.166102,3,McDonald's,8
36.066717,-94.166102,4,Chick-fil-A,8
36.066717,-94.166102,1,Walmart,15
36.066717,-94.166102,2,McDonald's,6
36.066717,-94.166102,3,Starbucks,6
36.066717,-94.166102,4,Target,6
28.520946,-81.586778,1,Target,9
28.520946,-81.586778,2,McDonald's,6
28.520946,-81.586778,4,Walmart,5
40.718646,-74.329485,1,Dunkin',4
40.718646,-74.329485,4,Target,3
39.194715,-76.614081,1,Walmart,11
39.194715,-76.614081,3,Chick-fil-A,7
39.194715,-76.614081,4,Target,6
43.585321,-84.768095,2,Walmart,11
43.585321,-84.768095,3,McDonald's,10
28.516743,-81.37613,1,Wawa,5
28.516743,-81.37613,2,Walmart,5
28.516743,-81.37613,3,7-Eleven,5
41.042387,-73.578371,1,McDonald's,8
41.042387,-73.578371,1,Dunkin',4
41.042387,-73.578371,2,Shell Oil,4
41.636321,-83.478416,1,McDonald's,10
41.636321,-83.478416,2,Walmart,7
35.139234,-80.935511,1,Walmart,10
35.139234,-80.935511,3,McDonald's,5
35.139234,-80.935511,1,McDonald's,8
35.139234,-80.935511,2,Walmart,7
35.139234,-80.935511,3,Chick-fil-A,6
26.648224,-80.146188,1,Walmart,11
26.648224,-80.146188,2,McDonald's,8
28.597179,-81.216466,1,Walmart,9
28.597179,-81.216466,2,McDonald's,9
28.597179,-81.216466,3,Wawa,8
28.597179,-81.216466,4,Chick-fil-A,7
44.262638,-88.470161,2,Walmart,9
44.262638,-88.470161,3,McDonald's,6
41.178456,-73.181941,1,McDonald's,5
41.178456,-73.181941,2,Dunkin',5
41.178456,-73.181941,3,Starbucks,4
28.65636,-81.203325,2,McDonald's,6
28.65636,-81.203325,3,Chick-fil-A,5
28.65636,-81.203325,4,Target,4
29.761458,-95.751207,1,Chick-fil-A,6
29.761458,-95.751207,2,Walmart,6
29.761458,-95.751207,4,Starbucks,4
36.067484,-79.805286,2,McDonald's,4
35.170923,-80.807458,4,Shell Oil,5
35.170923,-80.807458,3,Shell Oil,6
39.912082,-86.218401,1,Target,8
39.912082,-86.218401,2,McDonald's,7
39.912082,-86.218401,3,Walmart,7
25.912859,-80.330916,2,McDonald's,6
25.912859,-80.330916,4,Starbucks,5
39.335356,-76.485055,1,McDonald's,11
39.335356,-76.485055,3,Walmart,6
39.335356,-76.485055,4,Wawa,6
39.335356,-76.485055,1,McDonald's,9
39.335356,-76.485055,3,Walmart,7
39.335356,-76.485055,4,Chick-fil-A,5
30.173647,-81.627796,1,Walmart,9
30.173647,-81.627796,2,Target,4
41.576871,-88.158933,1,McDonald's,10
41.576871,-88.158933,2,Target,6
41.576871,-88.158933,3,Chick-fil-A,6
41.576871,-88.158933,4,Dunkin',5
30.254626,-81.532801,1,Target,9
30.254626,-81.532801,4,Starbucks,4
30.254626,-81.532801,2,Starbucks,7
30.254626,-81.532801,4,Target,6
39.260603,-84.79342,2,McDonald's,6
39.260603,-84.79342,4,Shell Oil,5
38.897765,-77.006891,2,Dunkin',6
36.94279,-86.420952,1,Shell Oil,12
36.94279,-86.420952,2,McDonald's,10
36.94279,-86.420952,4,Walmart,7
28.824673,-81.640736,1,Target,10
28.824673,-81.640736,2,Chick-fil-A,8
28.824673,-81.640736,3,McDonald's,5
39.067774,-77.485309,1,Chick-fil-A,9
39.067774,-77.485309,2,Target,5
39.067774,-77.485309,3,McDonald's,5
41.796234,-87.723573,1,McDonald's,9
41.796234,-87.723573,2,Walgreens,7
41.796234,-87.723573,3,Target,7
41.796234,-87.723573,4,Dunkin',5
41.462861,-81.480623,1,Chick-fil-A,5
41.462861,-81.480623,3,McDonald's,4
41.990538,-72.584747,2,Dunkin',7
41.990538,-72.584747,3,McDonald's,6
41.990538,-72.584747,4,Walmart,6
45.527475,-122.815572,1,Starbucks,8
45.527475,-122.815572,3,McDonald's,5
38.881213,-77.301884,2,7-Eleven,8
38.881213,-77.301884,3,Starbucks,8
38.881213,-77.301884,4,Wawa,8
33.210651,-87.553558,2,Chick-fil-A,8
30.18906,-85.653806,1,Walmart,11
30.18906,-85.653806,4,Chick-fil-A,5
41.356847,-81.389511,2,Starbucks,13
42.357533,-71.058413,1,Dunkin',12
42.357533,-71.058413,2,McDonald's,4
42.357533,-71.058413,3,Starbucks,3
38.988771,-84.641856,1,McDonald's,8
38.988771,-84.641856,3,Walmart,5
38.988771,-84.641856,1,McDonald's,9
38.988771,-84.641856,2,Walmart,9
39.021399,-84.589727,2,McDonald's,6
39.021399,-84.589727,3,Walmart,5
40.059586,-80.599966,1,Walmart,13
40.059586,-80.599966,3,McDonald's,8
32.880137,-97.09811,1,Walmart,9
32.880137,-97.09811,2,Chick-fil-A,9
32.880137,-97.09811,3,Starbucks,8
29.519564,-98.500837,2,Walmart,12
29.519564,-98.500837,4,McDonald's,5
34.303259,-83.858695,1,Walmart,8
34.303259,-83.858695,2,Chick-fil-A,8
34.303259,-83.858695,4,Target,6
42.138619,-88.0255,2,McDonald's,7
42.138619,-88.0255,3,Walmart,7
42.138619,-88.0255,4,Target,6
40.642809,-74.4125,1,Walmart,7
40.642809,-74.4125,3,Dunkin',7
40.642809,-74.4125,2,Target,6
40.642809,-74.4125,3,Walmart,5
41.935738,-71.475829,1,Dunkin',8
42.723668,-88.995176,1,McDonald's,16
42.723668,-88.995176,4,Walmart,8
28.003619,-81.717527,1,Walmart,12
28.003619,-81.717527,2,McDonald's,8
28.003619,-81.717527,3,Chick-fil-A,6
28.003619,-81.717527,4,Wawa,4
41.638018,-72.873363,1,Dunkin',5
39.713889,-86.355976,1,Walmart,9
39.713889,-86.355976,3,McDonald's,6
39.713889,-86.355976,4,Target,5
42.497837,-83.284177,1,McDonald's,8
42.16716,-87.844253,1,Starbucks,5
42.16716,-87.844253,2,McDonald's,3
42.16716,-87.844253,4,Walgreens,3
39.001421,-84.652758,2,Walmart,6
39.001421,-84.652758,4,McDonald's,6
32.831381,-96.706055,1,McDonald's,8
32.831381,-96.706055,2,Walmart,8
32.831381,-96.706055,3,Chick-fil-A,6
27.960161,-82.505023,1,Walmart,17
27.960161,-82.505023,2,McDonald's,7
27.960161,-82.505023,3,Starbucks,4
27.960161,-82.505023,4,Chick-fil-A,4
31.889476,-102.350329,2,Chick-fil-A,6
31.889476,-102.350329,3,McDonald's,5
31.889476,-102.350329,4,Target,5
43.075146,-89.396803,3,McDonald's,9
38.740286,-77.213078,1,McDonald's,10
38.740286,-77.213078,4,Shell Oil,6
39.312446,-76.755353,1,McDonald's,11
39.312446,-76.755353,2,Chick-fil-A,10
39.312446,-76.755353,3,Walmart,8
32.869875,-97.341855,1,Walmart,7
32.869875,-97.341855,2,Starbucks,6
32.869875,-97.341855,4,McDonald's,4
40.734249,-73.98883,1,Starbucks,10
40.734249,-73.98883,4,Walgreens,3
41.721464,-87.679908,1,Walmart,12
41.721464,-87.679908,2,McDonald's,8
41.721464,-87.679908,4,Walgreens,5
38.985689,-77.096081,1,Dunkin',11
38.985689,-77.096081,3,McDonald's,8
38.985689,-77.096081,4,Starbucks,7
41.314068,-81.654733,2,McDonald's,7
41.314068,-81.654733,4,Shell Oil,5
41.880376,-87.640861,3,Target,3
32.945033,-96.699463,1,Walmart,6
29.167114,-82.16837,1,Walmart,8
29.167114,-82.16837,2,McDonald's,7
29.167114,-82.16837,3,Target,6
42.178606,-70.909452,1,Dunkin',7
42.178606,-70.909452,4,Starbucks,6
44.984447,-93.380941,2,McDonald's,8
42.530776,-83.19787,2,McDonald's,5
42.530776,-83.19787,3,Shell Oil,4
26.608331,-81.810473,1,McDonald's,13
26.608331,-81.810473,2,Walmart,7
26.608331,-81.810473,4,7-Eleven,6
31.834342,-106.546122,1,Walmart,6
31.834342,-106.546122,2,Starbucks,4
41.977139,-87.660407,1,McDonald's,10
41.977139,-87.660407,2,Starbucks,7
41.977139,-87.660407,3,Target,6
41.977139,-87.660407,4,Shell Oil,5
41.568073,-87.636945,1,Walmart,11
41.568073,-87.636945,2,McDonald's,11
41.568073,-87.636945,3,Shell Oil,5
41.568073,-87.636945,4,Walgreens,4
38.294036,-85.560139,1,Walmart,12
38.294036,-85.560139,3,Target,7
40.134297,-74.223033,2,Wawa,13
40.134297,-74.223033,4,Chick-fil-A,13
38.769954,-77.139703,1,Walmart,9
38.769954,-77.139703,2,McDonald's,6
38.769954,-77.139703,3,Target,5
40.850224,-74.294055,1,Dunkin',6
40.850224,-74.294055,3,Starbucks,4
43.585321,-84.768095,1,McDonald's,13
43.585321,-84.768095,3,Walmart,11
32.824226,-97.060216,2,Shell Oil,6
32.824226,-97.060216,3,McDonald's,6
32.824226,-97.060216,4,Chick-fil-A,5
41.497605,-72.808776,1,Chick-fil-A,10
41.497605,-72.808776,2,Dunkin',8
41.497605,-72.808776,4,McDonald's,7
35.139234,-80.935511,1,Walmart,9
35.139234,-80.935511,3,McDonald's,5
35.139234,-80.935511,4,Target,4
41.373959,-83.624627,1,Walmart,7
41.373959,-83.624627,2,Starbucks,5
41.373959,-83.624627,3,McDonald's,4
33.882403,-84.010515,3,Walmart,6
33.882403,-84.010515,4,Chick-fil-A,6
27.947472,-82.523933,3,Shell Oil,5
27.947472,-82.523933,4,McDonald's,4
41.691906,-87.740274,1,McDonald's,8
41.691906,-87.740274,2,Starbucks,6
41.691906,-87.740274,3,Walgreens,5
41.953241,-87.744915,2,McDonald's,8
41.953241,-87.744915,3,Dunkin',7
41.953241,-87.744915,4,Shell Oil,5
41.953241,-87.744915,1,McDonald's,6
41.953241,-87.744915,2,Starbucks,5
41.953241,-87.744915,3,Shell Oil,4
41.953241,-87.744915,4,Dunkin',4
41.15057,-81.863854,1,Walmart,7
41.15057,-81.863854,2,McDonald's,4
41.15057,-81.863854,3,Starbucks,4
39.153228,-77.066173,1,McDonald's,6
39.153228,-77.066173,3,Chick-fil-A,4
39.153228,-77.066173,4,Starbucks,3
38.920893,-77.072256,3,McDonald's,4
38.920103,-76.953231,2,Starbucks,9
38.920103,-76.953231,3,Chick-fil-A,9
38.920103,-76.953231,4,McDonald's,8
40.540914,-74.366081,1,Dunkin',5
40.540914,-74.366081,4,Walmart,3
41.576871,-88.158933,1,Target,6
41.576871,-88.158933,2,McDonald's,6
41.576871,-88.158933,4,Walmart,4
27.961166,-82.727504,1,Target,7
27.961166,-82.727504,2,Walmart,6
27.961166,-82.727504,3,Chick-fil-A,4
27.961166,-82.727504,4,McDonald's,4
35.551469,-77.405056,1,Walmart,11
35.551469,-77.405056,2,McDonald's,9
39.260603,-84.79342,2,McDonald's,6
39.260603,-84.79342,3,Shell Oil,6
37.72413,-97.463306,1,Walmart,14
37.72413,-97.463306,3,McDonald's,8
40.90879,-74.032116,2,McDonald's,4
40.90879,-74.032116,3,Target,3
40.90879,-74.032116,4,Starbucks,3
39.657435,-80.002306,2,Walmart,12
39.657435,-80.002306,3,McDonald's,12
39.657435,-80.002306,4,Chick-fil-A,8
26.513659,-80.058758,1,Walmart,9
26.513659,-80.058758,2,Starbucks,9
26.513659,-80.058758,3,McDonald's,6
39.674339,-104.810646,1,Walmart,10
39.674339,-104.810646,2,McDonald's,7
39.067774,-77.485309,1,Chick-fil-A,7
39.067774,-77.485309,2,McDonald's,5
43.130535,-89.305766,3,McDonald's,5
43.130535,-89.305766,4,Target,5
30.64924,-97.677545,2,McDonald's,7
30.64924,-97.677545,4,Starbucks,7
28.066369,-82.570544,1,Walmart,7
28.066369,-82.570544,4,Chick-fil-A,3
40.795801,-81.527311,2,McDonald's,9
40.795801,-81.527311,3,Walmart,9
39.400406,-76.602856,2,Starbucks,4
39.400406,-76.602856,3,Chick-fil-A,4
32.664637,-97.133511,1,Walmart,11
32.664637,-97.133511,2,McDonald's,5
26.368831,-80.128023,3,McDonald's,4
26.368831,-80.128023,4,Dunkin',4
39.367803,-76.45181,1,Target,10
39.367803,-76.45181,2,Chick-fil-A,7
39.367803,-76.45181,3,McDonald's,6
28.593631,-81.365321,1,Walmart,8
28.593631,-81.365321,2,McDonald's,7
28.593631,-81.365321,3,Chick-fil-A,7
28.593631,-81.365321,4,Wawa,5
45.534179,-122.658355,1,McDonald's,8
45.534179,-122.658355,2,Starbucks,8
45.534179,-122.658355,3,Shell Oil,6
37.678717,-97.245015,2,McDonald's,10
37.678717,-97.245015,3,Walmart,9
37.678717,-97.245015,4,Chick-fil-A,5
28.800063,-81.333639,1,Walmart,10
28.800063,-81.333639,2,McDonald's,6
28.800063,-81.333639,3,Target,6
28.800063,-81.333639,4,Chick-fil-A,5
32.912364,-96.959424,1,Walmart,6
32.912364,-96.959424,2,Target,4
32.912364,-96.959424,3,McDonald's,4
43.048402,-87.904516,1,McDonald's,11
40.482596,-88.952229,1,Starbucks,7
40.482596,-88.952229,2,McDonald's,6
40.482596,-88.952229,3,Walmart,5
41.080694,-73.461447,4,Dunkin',8
29.519564,-98.500837,1,Walmart,8
34.303259,-83.858695,1,Chick-fil-A,10
34.303259,-83.858695,2,Walmart,10
34.303259,-83.858695,3,Target,7
38.029064,-78.444126,1,Chick-fil-A,11
38.029064,-78.444126,2,Walmart,7
38.029064,-78.444126,3,McDonald's,6
33.214785,-97.146219,2,Walmart,6
30.08864,-95.521543,2,Walmart,8
30.08864,-95.521543,3,Starbucks,7
30.08864,-95.521543,4,Chick-fil-A,6
26.006785,-80.35632,1,Walmart,5
26.006785,-80.35632,2,McDonald's,4
26.006785,-80.35632,4,Starbucks,4
26.006785,-80.35632,1,McDonald's,6
26.006785,-80.35632,4,Walmart,4
39.097931,-76.809001,1,Walmart,15
39.097931,-76.809001,2,Target,11
39.097931,-76.809001,4,7-Eleven,5
39.877537,-74.919401,1,Wawa,7
39.877537,-74.919401,4,Walmart,4
41.638018,-72.873363,1,Chick-fil-A,6
41.638018,-72.873363,2,McDonald's,6
41.638018,-72.873363,3,Dunkin',6
25.89481,-80.350741,1,Walmart,11
25.89481,-80.350741,3,McDonald's,7
39.915629,-82.781011,1,McDonald's,7
44.829372,-68.75375,1,Walmart,8
44.829372,-68.75375,3,Dunkin',6
44.829372,-68.75375,4,Target,6
44.829372,-68.75375,1,Walmart,13
44.829372,-68.75375,2,Dunkin',10
44.829372,-68.75375,3,Chick-fil-A,10
44.829372,-68.75375,4,McDonald's,9
42.16716,-87.844253,1,Starbucks,8
42.16716,-87.844253,2,Walgreens,6
32.706112,-97.023444,1,Walmart,14
32.706112,-97.023444,2,Chick-fil-A,8
32.706112,-97.023444,4,Starbucks,4
29.571926,-98.326241,1,Walmart,12
29.571926,-98.326241,2,Target,5
29.571926,-98.326241,3,Chick-fil-A,5
39.021001,-77.011919,1,Starbucks,6
39.021001,-77.011919,3,7-Eleven,5
39.021001,-77.011919,4,McDonald's,5
29.476264,-81.196193,1,Target,6
29.476264,-81.196193,2,Chick-fil-A,4
29.476264,-81.196193,4,McDonald's,4
33.775278,-84.298721,1,Chick-fil-A,7
33.775278,-84.298721,4,Walmart,4
42.26449,-88.980621,1,McDonald's,11
42.26449,-88.980621,2,Walmart,8
42.26449,-88.980621,3,Target,6
42.26449,-88.980621,4,Chick-fil-A,5
41.735761,-87.62596,1,McDonald's,12
41.735761,-87.62596,3,Walmart,8
35.936191,-79.023967,1,Walmart,5
35.936191,-79.023967,2,Starbucks,4
35.936191,-79.023967,4,McDonald's,4
38.724201,-76.658879,1,Walmart,10
38.724201,-76.658879,2,McDonald's,6
38.724201,-76.658879,3,Wawa,5
41.877746,-87.635401,1,Dunkin',12
42.986206,-87.947833,1,Walmart,13
42.986206,-87.947833,2,McDonald's,10
42.986206,-87.947833,4,Walgreens,6
29.652265,-82.341511,1,Starbucks,7
29.652265,-82.341511,2,McDonald's,6
29.652265,-82.341511,3,Chick-fil-A,6
42.925208,-72.289856,1,Walmart,9
42.925208,-72.289856,2,Target,7
42.925208,-72.289856,4,Dunkin',5
39.37322,-76.542609,1,Chick-fil-A,7
39.37322,-76.542609,2,McDonald's,6
39.37322,-76.542609,3,Walmart,6
28.646949,-81.27004,2,Walmart,9
28.646949,-81.27004,4,McDonald's,5
40.891193,-74.071993,1,Wawa,8
40.891193,-74.071993,2,Dunkin',5
40.891193,-74.071993,3,7-Eleven,4
30.319323,-81.555016,1,Walmart,11
30.319323,-81.555016,2,Chick-fil-A,10
30.319323,-81.555016,3,McDonald's,8
40.773162,-82.589842,1,Walmart,9
40.773162,-82.589842,2,McDonald's,8
40.773162,-82.589842,4,Target,5
39.616557,-105.090445,1,Starbucks,6
39.616557,-105.090445,3,McDonald's,5
39.616557,-105.090445,4,Target,5
34.963137,-89.990339,1,Walmart,12
34.963137,-89.990339,2,McDonald's,10
34.963137,-89.990339,3,Shell Oil,8
34.963137,-89.990339,4,Chick-fil-A,7
40.58293,-74.614459,2,Dunkin',6
40.58293,-74.614459,3,Starbucks,5
40.58293,-74.614459,4,Target,3
42.009964,-87.82707,1,Starbucks,8
42.009964,-87.82707,2,McDonald's,6
42.009964,-87.82707,3,Walgreens,6
31.834342,-106.546122,1,Walmart,11
31.834342,-106.546122,2,McDonald's,7
31.834342,-106.546122,3,Starbucks,6
39.019001,-84.693832,2,McDonald's,9
39.019001,-84.693832,4,Walmart,5
39.057054,-94.605619,2,McDonald's,14
39.057054,-94.605619,3,Walmart,11
39.057054,-94.605619,4,Starbucks,10
40.895341,-73.976189,1,McDonald's,4
40.895341,-73.976189,3,Dunkin',3
40.895341,-73.976189,4,Starbucks,3
42.282987,-83.203728,1,Target,9
42.282987,-83.203728,4,Chick-fil-A,6
39.194715,-76.614081,1,Walmart,9
39.194715,-76.614081,2,McDonald's,9
39.194715,-76.614081,4,Chick-fil-A,6
41.39701,-82.106536,1,McDonald's,10
41.39701,-82.106536,2,Walmart,8
30.141237,-81.546351,1,Walmart,11
30.141237,-81.546351,2,McDonald's,8
30.088983,-95.634614,1,Target,7
30.088983,-95.634614,2,Walmart,7
30.088983,-95.634614,3,Chick-fil-A,6
41.758677,-87.94432,3,Starbucks,6
41.758677,-87.94432,4,McDonald's,6
32.811167,-96.624498,2,McDonald's,13
32.811167,-96.624498,4,Walmart,7
33.927943,-84.34422,1,Target,6
33.927943,-84.34422,3,Starbucks,4
33.927943,-84.34422,4,Chick-fil-A,4
41.828277,-71.400504,1,Starbucks,6
41.828277,-71.400504,3,Walmart,3
26.048746,-80.159502,4,Walmart,4
38.913366,-94.76154,1,Target,11
38.913366,-94.76154,3,Starbucks,7
38.913366,-94.76154,4,McDonald's,6
41.386317,-81.97467,1,McDonald's,9
41.386317,-81.97467,2,Walmart,6
40.01967,-82.866773,1,McDonald's,10
30.483207,-97.681792,2,Walmart,5
40.725679,-111.862008,2,McDonald's,7
40.725679,-111.862008,3,Walmart,7
39.335356,-76.485055,1,Walmart,9
39.335356,-76.485055,3,McDonald's,7
39.335356,-76.485055,4,Chick-fil-A,4
39.335356,-76.485055,1,McDonald's,14
39.335356,-76.485055,3,Walmart,7
39.335356,-76.485055,4,Wawa,6
39.335356,-76.485055,1,McDonald's,10
39.335356,-76.485055,2,Walmart,6
39.335356,-76.485055,4,Chick-fil-A,4
42.744038,-71.156588,3,Dunkin',17
42.744038,-71.156588,4,Starbucks,13
41.817766,-87.870086,1,McDonald's,7
41.817766,-87.870086,3,Starbucks,4
41.817766,-87.870086,4,Walmart,4
37.72413,-97.463306,1,Walmart,14
37.72413,-97.463306,4,McDonald's,6
38.62279,-76.913472,2,Target,8
38.62279,-76.913472,3,McDonald's,8
38.62279,-76.913472,4,Walmart,7
35.985928,-115.144974,2,Starbucks,7
35.985928,-115.144974,3,Walmart,4
39.067774,-77.485309,1,McDonald's,3
39.067774,-77.485309,3,Walmart,3
41.659086,-81.377147,2,McDonald's,5
41.659086,-81.377147,3,Target,5
28.066369,-82.570544,1,Walmart,5
28.066369,-82.570544,3,Chick-fil-A,4
28.066369,-82.570544,4,Shell Oil,4
26.008429,-80.29492,1,McDonald's,5
26.008429,-80.29492,2,Walmart,5
26.008429,-80.29492,3,Target,4
40.815649,-96.702329,1,Starbucks,7
40.815649,-96.702329,3,Walmart,4
40.815649,-96.702329,4,McDonald's,3
41.888818,-87.804057,1,McDonald's,10
41.888818,-87.804057,3,Shell Oil,5
41.888818,-87.804057,4,Target,4
36.195462,-115.119012,2,Walmart,8
36.195462,-115.119012,3,McDonald's,7
36.195462,-115.119012,4,Starbucks,6
33.379661,-111.755796,2,McDonald's,7
33.379661,-111.755796,3,Walmart,5
33.379661,-111.755796,4,Starbucks,5
37.693977,-97.299472,2,Walmart,14
37.693977,-97.299472,3,McDonald's,11
37.693977,-97.299472,4,Starbucks,8
26.094291,-80.25035,1,Walmart,4
26.094291,-80.25035,3,McDonald's,4
26.094291,-80.25035,4,Dunkin',4
42.319443,-88.977677,1,McDonald's,10
42.319443,-88.977677,2,Walmart,6
38.240184,-85.577496,1,McDonald's,7
38.240184,-85.577496,2,Chick-fil-A,6
38.240184,-85.577496,3,Target,6
38.240184,-85.577496,4,Starbucks,6
36.886734,-76.302231,1,Walmart,5
36.886734,-76.302231,3,McDonald's,5
41.846545,-87.978672,1,McDonald's,9
39.734639,-75.007941,1,Wawa,6
39.734639,-75.007941,4,McDonald's,4
43.048402,-87.904516,1,McDonald's,12
43.048402,-87.904516,3,Walmart,7
42.048978,-88.078895,4,Walmart,5
41.080694,-73.461447,3,Dunkin',6
41.080694,-73.461447,4,McDonald's,5
29.519564,-98.500837,1,Walmart,10
29.519564,-98.500837,4,Starbucks,5
26.006785,-80.35632,1,Walmart,6
26.006785,-80.35632,2,McDonald's,5
26.006785,-80.35632,4,Starbucks,3
44.94194,-122.982635,1,McDonald's,14
44.94194,-122.982635,3,Target,8
40.739609,-74.030002,1,McDonald's,12
40.739609,-74.030002,2,Starbucks,9
40.739609,-74.030002,1,McDonald's,6
40.739609,-74.030002,2,Walgreens,3
40.739609,-74.030002,3,Dunkin',3
25.941295,-80.306455,2,Walmart,6
25.941295,-80.306455,3,McDonald's,6
25.941295,-80.306455,4,Starbucks,5
25.941295,-80.306455,1,McDonald's,8
25.941295,-80.306455,2,Walmart,7
41.651217,-88.204282,1,Walmart,9
41.651217,-88.204282,2,Target,8
41.651217,-88.204282,3,McDonald's,5
41.651217,-88.204282,4,Shell Oil,4
43.075874,-89.453798,1,Target,11
43.075874,-89.453798,2,McDonald's,7
39.097931,-76.809001,1,McDonald's,10
39.097931,-76.809001,2,Target,10
39.097931,-76.809001,3,7-Eleven,10
39.097931,-76.809001,4,Walmart,8
42.002712,-87.661244,1,Starbucks,7
42.002712,-87.661244,2,Target,4
42.002712,-87.661244,3,McDonald's,3
42.002712,-87.661244,4,Dunkin',3
44.344795,-69.788598,1,Walmart,15
44.344795,-69.788598,3,Dunkin',8
27.337166,-82.463298,1,Target,10
27.337166,-82.463298,2,Walmart,7
27.337166,-82.463298,3,Chick-fil-A,6
27.337166,-82.463298,4,7-Eleven,4
38.905388,-77.06454,2,Shell Oil,5
30.481446,-81.637517,1,Walmart,11
30.481446,-81.637517,2,McDonald's,9
30.481446,-81.637517,3,Chick-fil-A,8
34.043607,-84.341475,1,Starbucks,8
34.043607,-84.341475,2,Walmart,5
34.043607,-84.341475,3,McDonald's,5
34.043607,-84.341475,4,Chick-fil-A,4
42.740293,-84.634247,1,McDonald's,39
42.740293,-84.634247,3,Walmart,17
43.187819,-88.127776,1,McDonald's,14
40.504303,-88.99499,1,McDonald's,9
40.504303,-88.99499,3,Walmart,6
31.889476,-102.350329,3,Chick-fil-A,6
31.889476,-102.350329,4,Target,5
26.100873,-80.126669,1,Starbucks,5
26.100873,-80.126669,2,McDonald's,5
26.100873,-80.126669,1,McDonald's,5
26.100873,-80.126669,3,Starbucks,4
26.100873,-80.126669,4,7-Eleven,3
41.881762,-87.632865,4,Starbucks,4
27.177999,-80.236066,1,Walmart,7
27.177999,-80.236066,2,Wawa,6
27.177999,-80.236066,4,McDonald's,5
28.043484,-82.590404,2,Starbucks,6
28.043484,-82.590404,3,Shell Oil,6
38.907547,-77.04272,1,McDonald's,15
38.907547,-77.04272,2,Walmart,5
39.312446,-76.755353,1,McDonald's,6
39.312446,-76.755353,2,Walmart,5
39.312446,-76.755353,3,Chick-fil-A,5
39.312446,-76.755353,4,7-Eleven,4
36.126472,-97.053388,1,Walmart,12
36.126472,-97.053388,3,Chick-fil-A,4
36.126472,-97.053388,4,McDonald's,4
25.589608,-80.358702,1,McDonald's,8
25.589608,-80.358702,2,Walmart,5
25.589608,-80.358702,3,Starbucks,5
25.589608,-80.358702,4,Shell Oil,5
37.653677,-113.084663,1,Walmart,18
37.653677,-113.084663,3,Starbucks,7
40.781858,-74.191747,4,Dunkin',5
27.037403,-82.21618,1,Walmart,13
27.037403,-82.21618,2,McDonald's,10
27.037403,-82.21618,3,Shell Oil,6
42.138962,-87.793104,1,Starbucks,7
42.138962,-87.793104,2,Walgreens,5
41.799777,-87.587793,2,McDonald's,6
39.37322,-76.542609,2,McDonald's,6
39.37322,-76.542609,3,Walmart,6
39.37322,-76.542609,4,7-Eleven,5
30.504473,-84.249684,1,Shell Oil,8
30.504473,-84.249684,2,Chick-fil-A,7
30.504473,-84.249684,3,Walmart,6
30.504473,-84.249684,4,Starbucks,4
38.335883,-75.101531,2,Walmart,11
38.335883,-75.101531,3,Chick-fil-A,11
25.699492,-80.295001,2,McDonald's,5
25.699492,-80.295001,3,Target,4
25.699492,-80.295001,4,Starbucks,4
41.939662,-87.655138,3,McDonald's,10
41.939662,-87.655138,4,Starbucks,9
42.070553,-88.191191,1,Target,10
42.070553,-88.191191,2,Walgreens,6
42.070553,-88.191191,4,McDonald's,5
39.204021,-84.368016,1,McDonald's,10
39.204021,-84.368016,4,Target,5
40.27354,-111.678715,1,Walmart,10
40.27354,-111.678715,2,Starbucks,7
42.171623,-88.335883,2,McDonald's,6
41.551196,-87.180865,1,Walmart,12
41.551196,-87.180865,4,McDonald's,6
35.144436,-89.796158,1,McDonald's,9
35.144436,-89.796158,2,Walmart,8
28.492963,-81.428593,1,Wawa,12
28.492963,-81.428593,2,Target,11
28.492963,-81.428593,3,7-Eleven,9
30.141237,-81.546351,1,Walmart,8
30.141237,-81.546351,4,Starbucks,4
41.691906,-87.740274,2,Walgreens,6
